x,y
898,631
1128,1113
806,1022
917,971
1634,1098
1156,907
1587,1004
1902,943
1602,731
1418,758
1458,996
1493,908
759,1085
1334,748
1215,579
1113,1382
1156,1389
1113,1272
1917,758
902,1019
1128,814
1543,698
1676,1199
2061,839
1996,764
1557,1336
1034,812
1530,650
1729,809
1061,996
1396,700
1778,670
1753,766
1461,591
1302,641
1205,918
1170,854
1302,930
1791,816
1148,1014
1525,741
1498,956
1763,973
2230,921
1984,996
1089,1059
1143,1311
972,882
1592,629
1515,1268
1575,883
1071,850
1835,745
1565,850
1679,738
1327,1192
2068,1042
1629,908
1260,902
1766,736
1314,1406
1823,946
1342,981
1250,971
989,994
1471,646
1158,598
1649,819
1458,1351
1218,1303
1471,738
2190,882
2681,1080
1689,936
1488,1310
1160,1166
1337,809
1106,1429
1180,966
1225,609
1116,878
1247,1412
1227,854
1381,1092
1292,1287
1572,1146
1468,710
1106,945
1426,617
1580,1229
2232,946
1287,609
1039,1115
1681,989
1401,1202
1356,1141
1225,1067
1766,1024
1183,1419
1190,1353
1223,789
1294,852
1664,1047
1607,693
1386,1420
1530,568
1386,639
1131,760
1657,1245
1538,1384
1089,1311
1577,822
1354,1338
1091,1230
1146,708
1505,1368
1324,1037
1257,1199
1381,1460
994,1166
1391,1277
1054,898
741,910
2175,926
845,1161
927,1118
855,1090
1317,579
1173,1275
1863,723
1282,690
1483,685
1108,1460
1679,860
850,642
1471,1148
1347,672
1118,1344
1267,1125
1758,1136
2140,1105
1002,1055
1188,1229
1480,551
1520,1199
1681,1151
1572,945
1838,880
1356,599
1580,664
1394,570
1652,776
1803,1174
1580,781
1240,1016
1396,1377
1242,736
1473,860
1848,793
1540,604
1751,887
1265,1359
1756,1088
1416,1042
1188,649
1121,634
1426,814
1381,877
1939,1085
907,928
729,954
1466,1399
1468,1239
1245,646
1391,935
1840,1064
1213,697
1123,665
1039,1197
957,1092
1523,1072
1602,1293
1272,581
1012,943
1505,794
