x,y
931,630
715,744
137,773
246,771
169,784
410,609
810,643
433,679
856,750
357,565
602,705
544,746
884,632
461,686
704,692
380,706
422,729
510,750
412,704
889,738
450,655
465,584
514,774
621,730
952,652
287,750
768,659
447,585
401,594
408,646
766,686
657,703
709,729
454,736
398,787
463,515
426,626
819,768
438,545
919,666
461,542
878,763
424,588
489,736
875,613
657,844
889,663
218,791
452,784
463,669
410,665
477,771
919,754
738,682
841,653
723,714
461,617
320,590
938,744
850,772
401,555
958,633
769,637
457,704
385,602
803,672
782,675
871,646
576,727
688,710
378,754
410,582
420,763
741,658
722,664
792,744
797,616
459,570
1389,861
456,636
384,579
609,760
996,738
440,521
752,734
391,685
199,764
910,767
857,669
318,785
417,544
438,575
679,752
359,592
450,753
436,611
686,764
426,799
463,556
454,718
711,766
440,559
674,729
856,725
329,747
422,568
820,727
826,678
760,709
641,764
442,597
827,751
651,740
422,599
642,873
713,756
463,528
429,531
752,763
463,599
401,568
769,754
708,678
399,737
947,605
505,710
343,615
731,756
912,646
738,702
540,712
841,623
568,773
993,680
130,792
368,730
734,767
907,624
