x,y
729,516
517,32
792,574
419,198
1247,731
1233,757
859,901
889,967
963,900
766,833
921,703
930,946
732,827
697,629
760,949
974,840
838,801
760,584
500,164
789,759
1025,792
956,683
926,838
690,562
824,578
845,980
889,638
799,993
498,9
826,739
806,871
776,629
745,851
1028,652
804,644
813,824
864,964
893,919
445,208
975,610
783,793
804,535
1102,683
1120,711
889,977
716,852
789,557
780,851
979,629
759,999
813,979
873,740
753,974
882,997
1035,852
979,663
988,874
738,874
776,532
806,669
880,710
723,902
1004,855
970,758
803,921
1152,752
1211,740
1201,768
764,671
766,874
1011,772
729,797
889,821
657,568
701,486
766,683
1162,723
982,645
944,804
996,758
996,682
944,871
841,663
1187,747
1122,739
1090,732
704,807
694,860
723,652
942,625
993,798
898,878
1336,676
898,657
683,827
1033,683
808,596
852,565
933,748
664,471
806,689
880,797
759,736
1019,825
887,578
887,946
494,120
850,923
773,712
866,990
729,932
923,676
496,50
831,544
782,655
910,590
1296,784
889,613
766,659
1007,719
664,599
743,626
759,511
720,604
760,812
863,766
831,609
789,963
988,818
808,711
947,653
1067,709
752,646
750,759
704,886
856,592
794,895
789,731
782,586
1009,630
861,617
826,937
917,613
1171,777
739,673
817,557
965,929
1069,671
776,693
688,599
884,676
938,598
493,25
926,652
672,578
1129,589
908,730
757,900
977,780
692,362
803,619
917,636
945,720
819,774
840,881
704,581
706,777
907,778
768,606
861,643
753,568
1062,745
847,687
716,872
1041,881
1042,811
850,948
745,779
1338,689
938,774
1236,730
662,846
981,737
819,849
755,544
1044,727
738,589
764,925
833,632
704,835
1240,740
836,964
845,713
928,912
864,847
810,952
