x,y
1384,846
1893,791
1888,763
709,770
1423,745
583,763
1893,721
1241,758
861,811
450,842
1148,814
567,738
1532,838
1446,790
1336,806
1270,764
433,805
1432,807
1123,833
1773,759
1400,729
1049,800
667,793
1282,853
1423,712
935,817
1270,804
1426,696
1826,775
1062,729
1271,822
1888,811
1844,711
459,818
380,790
856,788
893,781
1292,874
1144,854
1060,763
1617,775
1338,779
1365,828
1030,773
912,797
627,740
993,872
836,748
935,768
1574,759
1756,714
1308,760
1391,757
1562,792
392,806
843,734
988,805
979,744
183,801
1454,815
1284,733
981,845
727,758
898,759
1231,813
653,807
1888,697
974,779
519,798
669,751
996,778
1032,856
817,793
576,795
1893,777
1724,790
875,738
498,821
1819,738
1129,794
822,767
708,791
338,824
378,773
963,812
1728,725
1506,826
1536,787
512,751
776,764
1088,820
734,731
940,858
905,721
1143,748
713,731
1352,751
1280,778
1116,758
1410,780
1787,718
748,780
1109,777
1211,774
1370,784
1798,770
1588,794
1183,792
1079,791
620,777
1294,839
1752,791
1171,834
1854,772
1012,751
361,805
930,748
211,811
209,785
1798,750
1307,820
1775,740
783,794
748,805
417,786
1213,700
1733,747
1499,780
169,822
1747,767
1074,873
1576,736
1058,819
787,740
475,784
1016,821
327,800
1622,744
1756,734
1192,813
1483,747
1396,808
942,788
1240,788
1507,807
1773,779
1174,754
701,746
914,855
452,747
1810,721
863,765
1155,779
1479,797
375,753
1900,844
1210,713
1717,768
1528,761
1259,835
1904,815
1803,692
1224,831
1890,747
1262,853
1078,841
1247,736
817,858
986,827
655,768
686,729
685,775
887,825
1025,799
1865,797
820,828
1109,811
537,777
1456,768
1854,733
1204,741
1726,802
1305,792
443,766
1580,777
1268,703
1511,852
1174,723
1833,756
1564,714
745,747
348,779
1543,815
1844,802
930,835
