x,y
49,257
512,348
1220,363
768,736
598,299
1014,635
1183,711
632,505
780,491
445,716
21,274
241,507
1204,281
1058,342
491,297
163,466
486,505
79,440
1476,528
642,340
352,287
72,292
531,761
542,665
977,729
600,347
810,702
641,295
264,312
1137,343
834,334
116,304
683,483
280,480
826,733
384,305
1048,534
576,316
1092,730
762,368
248,282
255,258
320,509
739,685
579,504
1183,407
332,315
1516,412
1416,419
1479,550
1396,545
1432,520
1382,294
1240,410
1203,383
1389,415
1262,372
1039,724
797,631
1049,369
674,758
415,332
1167,329
477,319
1439,374
612,780
1085,705
671,693
1463,414
607,721
1312,355
109,270
144,287
223,460
570,751
1058,686
727,756
449,482
620,751
195,267
912,787
942,488
824,373
863,702
1490,393
655,721
530,325
1000,379
972,289
1254,340
776,666
766,306
875,356
616,541
1299,393
982,341
1567,382
199,491
308,446
292,287
473,351
917,740
1153,365
671,521
456,667
1055,756
526,711
768,706
1389,389
768,340
1294,322
399,494
380,527
359,490
1541,365
709,508
984,775
831,302
88,471
915,329
1174,517
429,281
556,628
716,717
688,331
921,289
868,751
1264,545
1199,340
741,476
1009,696
824,670
826,770
1416,396
1335,403
739,511
1199,544
547,297
1155,395
1262,719
