x,y
1538,532
1592,682
1552,685
1304,604
1386,515
1418,708
1528,494
1493,907
1453,697
1173,244
1619,570
1587,520
1478,565
1314,256
1347,356
1624,603
1485,931
1619,847
1480,1268
1458,1268
1478,1242
2679,799
1473,411
1304,441
1565,809
1364,726
1356,315
1386,436
1185,338
1513,588
1399,604
1458,634
1518,1146
1471,1189
1277,213
1505,961
1473,593
1193,261
1386,338
1334,675
1304,315
1170,259
1354,579
1401,730
1500,1316
1500,1292
1287,356
1287,548
1366,606
1458,1358
1314,563
1364,768
1622,829
1332,391
1416,786
1352,460
1213,266
1146,294
1399,576
1317,480
1438,593
1170,358
1337,641
1473,1217
1334,746
1260,297
1533,512
1285,522
1235,418
1401,758
1285,234
1220,325
1356,494
1503,1415
1334,533
1322,508
1369,660
1225,360
1136,251
1498,427
1510,1095
1364,850
1480,503
1433,432
1173,282
1570,500
1265,626
1490,386
1500,617
1495,1374
1602,579
1384,384
1642,692
1208,300
1349,821
1602,814
1619,677
1391,408
1498,644
1543,598
1317,586
1515,556
1582,546
1247,641
1602,738
1624,936
1260,328
1547,558
1240,629
1433,558
1557,627
1247,502
1463,1399
1399,543
1421,624
1431,513
1218,229
1418,928
1297,413
1337,277
1508,1179
1528,467
1458,1300
1361,553
1344,796
1468,740
1334,713
1230,284
1451,893
1600,632
1476,1336
1463,541
1376,692
1287,275
1570,576
1396,814
1337,608
1339,426
1252,269
1136,272
1404,877
1414,662
1257,419
1550,935
2622,345
1602,784
1307,621
1466,664
1505,517
1376,793
1664,723
1488,533
1252,538
1500,1268
1602,601
1297,460
1468,1313
1416,366
1175,310
1520,447
1547,655
1379,632
1247,246
1500,679
1409,474
1409,836
1260,474
1242,464
1478,1439
1287,490
1257,442
1272,391
1242,201
1575,771
1577,603
1498,480
1624,712
1493,877
