x,y
988,218
1285,370
1331,192
1326,442
1018,245
1134,402
1363,295
910,407
1551,483
1245,316
1601,496
1504,410
812,321
1329,382
1416,199
1152,461
1070,266
1048,210
1481,475
1169,184
1336,406
1417,235
1518,491
905,376
1243,531
1238,356
993,336
1106,359
1203,270
1033,173
926,306
1100,177
1196,342
1160,435
1141,331
1217,157
1520,451
1254,205
1122,289
1536,224
1456,577
1599,540
1268,166
1328,227
697,219
787,235
845,279
1196,480
1264,239
1613,250
1125,146
1321,354
803,277
1571,457
764,282
1361,349
1056,326
1465,231
1462,447
856,312
736,334
1282,401
1467,541
1197,422
991,149
1419,468
1188,248
1317,320
1233,429
745,231
1277,339
1375,214
1396,383
1275,284
1499,432
1215,193
1014,401
930,363
1398,432
778,201
1465,415
789,348
1458,381
1270,475
1456,508
1178,309
915,200
926,227
826,251
1026,369
1252,770
1416,409
914,336
1363,419
713,255
1033,137
891,284
1402,353
896,252
819,217
1085,414
1366,173
960,393
1174,378
998,297
1136,200
868,345
1210,293
1078,138
1231,388
1278,430
1414,171
1377,467
954,262
1553,544
1373,257
1296,204
1245,462
1002,429
1490,208
854,235
1518,518
954,343
942,439
1324,257
