x,y
449,696
544,612
711,686
547,594
540,536
708,706
607,599
695,558
584,555
1342,686
493,638
549,562
579,582
775,590
679,662
424,657
329,606
306,630
341,644
574,604
396,616
694,640
639,643
639,577
334,669
612,572
443,594
475,612
530,583
709,612
667,628
417,635
542,656
803,629
524,628
602,658
681,610
690,585
329,628
352,624
595,639
713,725
376,630
651,702
669,601
701,720
660,564
739,603
618,705
459,652
366,604
505,558
669,581
734,639
797,592
620,626
752,626
637,598
449,625
561,632
850,636
590,622
424,610
713,583
635,713
498,585
620,544
449,673
494,672
665,545
776,613
510,606
813,612
345,658
635,613
