x,y
1176,412
1018,543
1581,470
998,509
1215,537
1243,203
431,565
1197,601
1310,605
1011,420
632,343
1377,268
1203,278
586,389
1340,544
720,686
782,342
1014,596
1315,279
1347,214
1208,495
1417,567
1333,514
938,461
979,591
1104,743
1439,831
1608,663
1410,463
1308,555
977,428
796,450
1449,409
1088,739
1067,563
1352,630
336,528
1069,185
815,426
1137,594
1035,271
429,502
1528,650
993,486
1095,353
1037,338
1086,408
1396,339
382,586
1380,405
1308,413
1532,212
937,353
1511,248
1100,724
967,374
1090,326
759,486
1004,396
1113,295
662,475
1319,676
1328,119
1203,520
1095,672
1194,95
561,477
1298,583
593,365
450,375
1388,664
1433,165
1185,184
1359,605
1141,228
452,656
1042,690
350,595
530,567
1520,324
804,399
1456,227
1118,120
1525,369
1417,531
1359,164
1719,756
376,555
1333,454
648,390
1511,405
1470,316
1587,361
1324,154
1375,529
914,685
1548,527
1208,341
790,576
1002,322
1060,675
1268,558
1569,243
1409,430
981,544
1240,468
1525,673
331,567
1476,360
1224,564
1632,604
1063,306
479,549
1063,126
1095,268
1211,666
1176,570
1638,423
1137,386
838,504
1527,448
1342,483
1470,443
1143,341
1273,248
1155,312
1661,515
1303,199
1671,638
981,568
1643,473
1144,489
1180,143
1518,574
1282,217
1384,497
681,597
1606,570
1159,282
1359,684
1150,258
736,444
1454,196
1248,682
1252,638
607,556
88,684
1284,165
1477,274
1454,592
972,468
1233,427
1162,446
1282,664
1373,569
1100,208
924,440
1495,528
923,520
1437,353
1074,382
1463,498
1389,551
1192,220
1044,419
1245,592
1499,612
1085,439
1041,460
1122,97
722,567
1314,239
1389,372
1615,507
1398,169
1344,726
1107,461
1204,308
1100,547
1491,201
949,405
910,415
473,454
1213,250
1026,570
1118,570
1118,177
1421,498
1400,621
1266,368
1465,162
776,528
295,541
1095,481
708,507
1115,523
1002,363
1495,686
1014,684
1238,154
1352,246
1324,649
1368,446
1041,367
1076,241
1344,582
547,540
1576,417
827,474
1520,205
1458,542
1442,658
1493,477
600,455
1548,302
982,286
1262,111
1632,538
1090,727
1271,524
914,376
1389,192
1421,257
996,449
1562,660
1659,685
1058,493
1581,625
1398,591
1314,319
1636,369
1262,315
930,494
1252,277
1417,302
1398,221
1291,459
1150,678
1430,690
1162,518
1361,313
1484,663
1328,365
1282,494
1511,225
1204,380
868,439
863,561
1048,525
1543,268
285,565
924,567
930,591
1331,184
658,569
1153,548
808,366
863,400
1292,628
1465,568
884,591
1116,638
887,477
1030,297
1120,147
