x,y
1272,581
1612,259
1614,431
1471,366
1505,399
2106,652
1518,236
1820,507
1853,452
1572,262
2163,586
1394,409
2312,609
1158,441
1453,241
1863,736
1741,515
2227,657
2024,621
2200,570
1220,717
1528,429
1704,583
1622,328
1118,451
1364,259
1019,522
2014,363
1714,431
1721,642
1654,601
1572,295
1669,650
1882,682
2188,507
1751,703
2334,573
1426,553
1401,368
1265,345
2036,495
2071,685
2106,589
1126,422
1495,270
2091,474
724,492
2257,725
1684,310
1084,690
1344,532
2088,622
2143,726
1240,687
1875,302
1503,348
1562,322
1396,617
1805,452
1255,475
1255,550
1220,532
1240,624
1937,710
1823,589
1600,543
1089,490
1364,333
1734,560
1342,669
1230,502
982,497
1230,746
1711,399
1992,535
1853,418
1592,360
1865,517
1801,565
1384,586
1307,616
1778,404
1371,490
1736,490
1555,532
2029,677
1317,492
1676,236
1280,404
1719,698
404,672
488,241
2019,449
1401,452
1170,603
1386,541
1168,462
2250,617
925,722
1907,479
2195,621
1858,487
2054,650
1974,290
1605,593
1466,556
1314,726
1870,546
1528,459
1163,406
1639,239
1833,616
2096,439
950,439
1461,446
1079,465
1768,480
1466,292
1830,389
1992,606
1969,652
1751,465
1942,649
687,502
1959,451
2145,546
1327,360
1984,328
2001,644
754,479
1810,535
2227,745
2173,697
1195,429
1632,274
1200,370
1411,322
1905,444
1786,503
1967,497
501,304
1136,533
1768,583
1004,746
1218,452
1461,411
1617,300
1845,358
2061,403
1652,561
1084,432
1458,517
1337,581
2250,579
1505,541
1280,444
1458,599
1049,545
2284,563
1339,452
1738,338
1796,299
1448,340
1676,355
1168,535
1158,741
1183,507
1061,515
1781,432
1012,715
1788,351
1679,264
1580,479
1515,502
1835,568
2242,680
1987,408
1724,266
2111,693
1900,246
1654,492
1098,522
2178,654
2046,432
1887,627
1699,497
1853,327
1101,845
1982,679
1915,403
1691,459
1895,351
1984,470
1815,695
2237,535
2054,713
2054,578
1738,451
1538,274
1304,546
1508,308
2232,705
853,695
997,418
1195,480
1771,555
1056,885
2001,571
362,94
1071,740
1141,826
2098,738
2001,705
1533,340
890,667
1414,502
1642,398
1471,479
994,540
1488,574
1949,606
1560,399
1314,300
1858,272
1679,624
1967,368
1937,561
2143,665
1200,568
1543,578
1153,690
1776,659
1813,477
1788,614
1349,703
2078,535
1917,517
1984,736
1741,611
493,266
1721,239
2031,788
2135,495
1582,242
2145,621
2046,745
1942,778
1696,533
1334,404
1275,655
1644,460
1275,515
1138,487
1835,652
1734,292
1632,517
1766,533
1654,290
1061,847
1404,285
1232,409
1890,588
1205,667
1729,675
1031,872
