x,y
1756,1078
2637,467
1805,406
1753,885
1885,809
1999,350
2294,855
1825,1090
2148,741
2086,660
1632,634
1652,1022
1877,895
1957,945
1590,1052
1825,921
2103,849
1838,482
2066,674
2073,784
1758,1115
1840,883
1763,802
1704,502
1659,968
1495,725
1798,1121
2170,707
2073,642
1567,566
2054,730
1748,682
2614,457
1540,728
1634,513
1932,629
1743,1055
2106,824
1957,348
1771,996
1793,1021
1476,798
1704,543
1644,409
1860,356
1664,533
1969,840
1853,1055
1664,421
1810,1047
1550,933
1992,626
2101,722
1969,584
1987,798
1992,910
1880,394
1495,616
1704,921
1870,437
1724,322
1694,664
1696,333
1587,616
2066,817
1617,784
1743,659
1649,674
1647,857
2049,935
1910,508
1605,829
1848,807
2108,748
1637,611
1738,553
1716,520
1704,768
1515,764
1900,566
1686,880
1977,532
1543,956
1788,674
1741,636
1882,674
1706,958
1796,604
1654,731
1726,384
1885,470
1783,536
1855,517
1870,864
1719,626
1587,746
1776,631
1974,494
1818,447
1463,836
1979,322
1761,411
1815,652
1758,920
1920,409
1791,712
1694,642
1843,579
1937,834
1674,561
2217,700
1714,994
1458,702
1840,543
1823,844
1996,434
2130,920
1840,690
1669,928
1815,794
1609,707
1612,991
1796,363
1550,695
1478,912
2091,878
1605,606
1751,523
1952,735
1838,320
1902,312
1438,788
1716,887
1679,1040
1657,946
2004,736
1704,720
1897,827
1746,703
1587,883
1711,1035
1674,1075
1949,384
1716,1067
2312,647
1587,670
1674,502
1540,606
1585,581
1575,634
2259,745
1982,411
1796,1068
1726,1103
2006,556
1654,895
1887,916
1686,307
1887,951
1540,844
1776,849
1776,755
1962,1024
1466,743
1632,1045
1503,887
1557,867
1634,1006
2130,968
1753,964
1716,424
1912,865
1480,639
1912,348
1681,811
1508,826
1411,831
1952,687
1947,807
1540,908
1617,560
1930,986
1959,401
1840,728
1838,1027
1664,442
1547,655
1969,786
1954,432
1632,403
1865,834
1500,660
1798,948
1545,798
1587,1016
1798,505
1863,641
1808,984
2009,697
1619,588
1528,632
1696,690
1597,956
2031,973
1932,459
1743,733
1870,608
1669,989
1612,652
1672,624
2041,910
1746,495
1500,688
1724,465
1679,396
1776,320
1773,1045
2277,660
1729,579
1719,604
1845,964
2014,839
1900,1030
2014,464
1865,1001
1721,840
1741,1012
2059,758
1877,781
1577,978
1627,961
1763,441
1788,568
1669,482
2004,664
1786,1098
2108,798
1949,905
1632,925
1461,664
1662,593
1771,475
1619,898
1984,370
1979,867
1848,408
1833,773
2245,1103
1801,885
2312,665
1977,460
1592,926
2034,360
1771,295
1622,1083
1676,465
2071,697
2088,945
1684,1115
2272,641
1982,819
1741,348
1743,297
1890,741
2044,875
1637,391
2121,697
2051,844
