x,y
452,261
1638,440
1210,464
1153,629
276,457
1169,228
1611,752
1303,615
1058,833
1821,237
1680,336
1617,352
1770,226
1136,396
875,838
1345,488
771,467
1465,477
785,758
1129,820
1715,662
1442,349
803,672
995,219
1558,478
283,365
1588,470
324,475
1231,204
1803,456
1370,271
509,446
290,547
1692,427
597,740
843,501
1405,585
1025,761
722,374
771,500
827,185
1624,277
1754,347
996,435
1652,224
1581,699
1860,238
1449,648
1120,186
433,544
1534,812
1801,505
1456,569
1521,686
1280,493
1349,311
1053,793
530,410
986,745
778,300
1280,536
1109,131
1534,461
1883,791
1025,349
1548,231
438,714
1477,381
1661,191
905,315
1888,158
616,624
382,747
1069,198
914,356
1738,406
516,277
1069,515
1141,488
850,664
1525,623
1060,305
1229,734
1081,685
1463,266
588,358
135,719
595,508
1116,779
1597,313
1881,118
1562,505
338,795
355,536
225,467
715,315
327,325
1395,142
1597,447
1731,297
1661,575
590,422
1572,570
903,813
542,315
1719,521
1507,579
644,441
1775,581
1543,187
648,518
1654,387
1645,529
1780,756
1729,165
1745,780
1085,461
1881,370
1264,462
459,423
1359,737
1159,745
1622,417
36,795
1550,359
1423,257
1821,267
1479,949
1527,324
1898,192
915,422
475,852
995,245
1173,532
547,457
447,348
755,716
996,513
1618,633
1275,778
1888,416
1562,437
1095,806
986,474
454,575
1453,610
1130,530
1115,361
1622,109
1759,841
623,692
658,743
1569,397
463,750
1264,578
924,233
290,690
1194,693
739,676
1853,200
960,913
1687,254
1509,287
502,353
1757,686
473,658
1898,217
1321,522
1217,606
1365,368
1122,433
355,408
1528,753
1597,253
188,427
190,502
359,481
1595,200
1528,540
1358,199
1159,564
1620,494
1366,163
1719,561
935,540
1081,343
921,201
1298,192
1794,342
1076,401
484,692
542,359
1224,511
1201,401
1696,822
1558,281
526,541
1891,764
1201,831
1014,293
1796,180
486,588
1511,489
866,286
1720,727
1890,307
1136,676
604,557
1023,549
695,454
1115,752
1837,150
331,763
1386,656
1225,786
1388,529
1012,191
1139,321
1883,821
1835,785
505,253
389,575
1088,732
764,345
1255,814
1879,507
1225,554
602,457
706,694
533,733
1509,207
632,288
1166,788
1821,483
410,420
1583,535
1521,427
768,397
773,545
1153,156
1898,638
1136,282
1407,555
1039,478
1409,693
1692,126
1037,689
1580,784
1685,794
1775,130
1691,756
1414,433
678,347
442,463
1315,422
1555,658
1712,356
494,239
1016,835
290,727
544,694
1055,429
1703,618
1493,721
292,504
146,459
1474,440
1657,463
993,711
863,234
933,738
1826,110
1865,262
699,410
1366,118
1842,334
1729,125
375,505
1171,444
1270,652
1682,488
841,440
1349,565
1229,302
1833,578
982,273
882,783
1807,811
262,772
843,753
473,299
1382,232
583,293
667,648
1299,254
746,434
1578,172
642,396
1798,206
338,727
1349,693
1314,144
1425,738
1671,154
628,484
1474,227
1740,379
1604,595
1375,610
1571,146
1053,741
799,434
974,328
1352,98
785,246
836,326
609,267
1888,334
221,711
1720,457
826,811
1673,711
1895,233
1779,426
1051,251
1231,164
1484,774
1800,535
1021,388
1328,778
177,773
373,700
1786,153
718,218
517,510
1349,825
563,490
1488,169
584,595
819,359
1830,402
373,308
1483,528
1363,424
725,268
431,386
1518,254
1405,311
1830,650
1160,362
968,390
413,759
1750,494
1842,740
570,395
301,414
1789,717
1169,196
1639,671
674,595
1666,299
420,315
392,471
1858,690
938,772
480,489
1194,758
368,361
625,333
1898,255
1326,658
239,536
681,550
1627,156
1257,428
1211,349
1601,228
577,267
1308,826
833,394
1270,694
1736,817
627,804
711,511
1888,463
1465,686
1386,471
1629,719
938,592
1270,625
389,444
535,571
1469,312
1115,241
1428,194
563,833
1565,730
824,273
258,415
1893,726
1296,326
1770,811
1750,257
1777,315
672,286
1809,294
1136,716
1324,117
928,475
1639,822
924,273
1218,253
641,250
671,476
1282,378
1384,781
1035,720
1026,807
822,711
1719,205
1875,285
878,460
54,732
1322,461
1440,805
882,393
1643,777
598,246
1877,552
329,443
1065,768
1809,368
1770,463
1291,738
546,792
436,511
