x,y
1819,538
1891,400
1382,581
1095,685
797,321
1675,488
1898,440
1763,625
1190,610
1377,835
1065,510
849,483
1812,616
1646,635
1014,684
875,719
1136,676
1469,799
1233,604
1555,768
1410,906
1671,754
1490,833
965,489
826,618
960,637
1386,927
1629,581
679,671
1403,622
1634,711
1416,430
692,502
1361,599
1856,611
1229,673
1344,623
1685,637
1227,858
1398,792
1319,852
1194,457
722,719
681,523
1294,726
1627,478
1474,422
1521,549
734,487
1262,631
1285,860
1777,596
1410,544
942,608
1386,710
1632,685
1738,596
1560,861
1419,885
1631,826
1720,783
1891,601
1109,625
1712,581
937,684
1166,623
1661,784
1706,470
900,676
1675,590
1426,818
1305,609
1055,687
1676,454
1442,615
840,658
1340,659
1361,771
1144,498
773,491
1338,751
1449,542
1218,637
1331,880
801,291
1528,876
908,491
1137,630
1361,909
1555,578
1395,851
1689,487
1680,615
1668,562
678,642
1035,648
1773,544
1867,572
1166,518
1572,440
1717,616
1513,594
1645,457
1248,829
1109,671
1144,610
808,482
894,702
1507,495
827,509
1199,577
1683,725
1430,648
1629,419
1291,906
773,687
1580,604
764,725
1682,704
1754,569
1601,631
1745,720
912,644
824,711
1289,744
845,456
863,608
1683,423
1007,511
857,678
1342,490
1234,483
1255,447
852,711
718,521
1536,633
727,705
1564,738
1410,476
768,514
1706,806
1294,815
1336,731
1756,760
1067,615
1608,453
1705,447
1352,685
1613,657
1336,712
833,639
1185,486
1414,565
1120,609
794,639
1352,811
1324,775
1694,394
1534,808
1648,436
1137,653
1079,662
926,516
996,643
1377,671
1377,643
1322,505
1585,478
1669,826
1033,490
1317,910
1220,799
1014,713
771,707
1541,464
1713,737
1657,719
1819,582
923,470
1305,644
1486,646
1470,753
1419,756
778,665
1270,500
1377,880
1476,677
1107,487
1072,468
822,534
1560,651
1379,540
875,507
729,679
1342,468
1458,584
1754,801
1183,655
799,721
1506,730
1588,721
1423,856
1299,761
1867,545
1086,639
1532,426
1671,532
1270,891
1268,778
1359,403
1766,440
1724,456
882,453
1292,471
1141,468
792,355
1668,474
901,536
746,643
1632,738
1904,571
1606,684
1421,686
1372,444
1331,832
1356,547
1481,456
1358,855
1410,666
1486,617
815,689
1502,775
1324,794
1275,581
982,673
1389,819
1301,671
878,630
1329,416
1632,609
1011,606
1319,443
