x,y
1340,266
746,657
1453,129
1273,172
1122,505
1083,237
1141,135
1736,490
1317,579
1414,309
833,616
1335,439
1358,332
1240,165
1486,167
1361,363
1382,559
1365,471
1389,180
544,727
1435,266
1166,673
1472,297
991,591
1488,341
852,468
768,575
1720,509
1252,397
775,632
1321,243
1137,163
1432,217
1178,347
1324,295
1389,402
1255,241
1178,515
1632,353
1100,301
1528,440
1458,454
1611,302
1086,513
1543,231
1340,216
863,543
796,513
951,432
1215,528
1155,554
1514,543
1289,360
908,509
1252,295
1639,405
1303,481
1412,118
1474,419
1507,461
1273,136
1414,434
1629,501
1631,366
1277,490
1079,562
1026,483
1305,510
995,532
1118,460
1224,277
752,556
1042,401
1217,254
1417,287
1160,216
919,457
1518,120
794,685
1157,103
1278,281
1111,271
1712,476
1210,198
1412,246
1336,152
109,982
1435,156
1366,421
1278,261
1152,483
1462,239
1705,493
900,554
1571,253
938,535
861,624
1095,132
1488,133
1416,71
1687,520
1421,475
1638,432
1292,406
1055,528
1181,248
1491,268
1188,432
1088,164
1159,451
1537,332
1060,363
1206,402
889,645
1127,393
1194,165
1224,306
1386,154
1342,612
1312,543
915,611
715,574
743,586
1296,441
1217,96
1365,130
949,497
1491,497
1025,562
1007,680
1245,339
1134,329
928,576
1217,428
1375,449
1250,430
1033,427
1111,576
752,751
699,686
1046,190
1102,200
1409,535
863,581
1164,289
1261,460
854,443
1222,380
739,488
1507,388
1287,633
1148,368
1539,123
1083,471
1141,245
1257,513
1127,421
1220,138
1467,106
1338,509
1085,386
1277,535
1583,287
856,517
1380,105
607,702
1523,407
1322,122
1063,493
1169,394
998,339
1044,594
840,761
826,646
715,595
1513,152
1299,201
1451,83
1599,416
884,487
1229,489
517,862
1085,440
665,575
729,514
981,475
1639,339
778,487
1484,193
1122,536
1414,505
796,658
1551,180
736,605
1336,401
1444,359
1696,407
1222,227
1009,509
1456,505
1317,328
796,589
1410,382
1255,204
1000,401
1536,271
1338,184
1447,324
1282,99
1373,286
630,611
1377,239
812,557
1588,442
961,410
1086,413
1430,193
884,448
1048,284
1188,320
1528,301
1382,208
1248,105
1396,329
1100,349
1204,464
1373,500
1056,322
1305,164
1187,124
1322,466
1551,147
685,601
1388,592
1354,537
877,703
607,542
1493,228
1160,423
1625,248
996,447
1157,186
1359,95
1423,576
1287,230
1280,313
1211,361
1042,457
