x,y
1624,698
468,806
1241,766
325,733
648,705
428,824
283,824
1597,696
1846,746
486,767
593,726
1078,770
1233,991
938,732
718,794
355,832
803,772
1513,716
900,817
151,761
1627,772
630,794
859,739
1527,733
1440,514
22,757
1417,574
676,813
1479,524
878,761
408,835
1106,692
1366,691
301,807
799,968
974,704
290,732
1865,703
1807,707
1756,751
301,785
1388,855
470,745
362,757
137,734
1750,788
15,774
1689,744
829,785
861,777
1403,482
1490,747
1728,737
542,718
1821,727
679,757
320,758
190,723
28,737
290,847
880,807
1564,716
1345,697
1169,744
160,740
1481,723
1278,783
1171,705
1514,764
1078,752
1777,770
1611,738
1664,759
1157,677
1366,866
1446,805
225,718
558,807
1403,513
1273,709
1136,713
1800,745
1462,861
792,748
1666,699
1879,775
1328,837
1254,675
1835,710
216,754
521,761
454,827
1377,759
195,799
352,732
1738,714
1490,819
752,741
819,798
338,854
1403,797
517,833
1201,758
716,746
834,761
107,720
195,771
741,826
579,787
1340,882
156,795
118,781
502,736
984,725
1248,1001
246,750
762,771
1389,698
1544,692
408,801
1437,738
1460,538
1777,709
1891,711
177,741
1863,729
1388,729
1417,772
1627,751
655,798
75,743
632,705
512,802
1314,738
1655,732
1490,568
1333,856
623,683
1594,720
322,837
609,781
1594,766
1078,733
1215,737
52,781
1143,734
1497,545
1812,784
731,772
1550,737
618,719
193,745
1539,714
921,779
648,723
459,783
833,718
248,730
1104,740
1416,538
1398,828
635,691
107,739
1273,824
1509,738
1465,765
1259,739
1886,757
1775,786
156,779
415,750
325,819
384,834
214,736
158,721
417,714
694,730
910,746
1407,690
384,1007
1828,802
882,790
29,800
280,759
1210,717
1456,562
507,717
234,774
361,864
1453,710
917,713
648,833
704,765
262,707
523,743
1699,767
125,759
732,717
611,754
1629,718
1243,1013
186,839
56,719
1090,781
1849,772
1211,783
1322,822
1499,702
1654,745
924,686
524,784
114,798
1312,690
826,739
972,753
565,758
642,743
417,775
1699,700
1271,804
1572,696
570,738
547,687
776,714
1447,831
1215,691
1425,855
58,763
440,858
176,759
662,770
1336,721
1479,841
764,799
796,790
1766,694
387,859
579,704
907,694
1807,761
1132,757
1553,767
1491,588
382,738
681,787
239,815
1668,720
334,716
392,988
1578,743
1865,807
551,773
359,804
1564,665
611,814
1106,770
1483,785
1773,729
1699,724
780,689
1731,770
1093,717
91,768
359,780
1900,740
15,791
616,698
248,793
857,792
