x,y
456,826
951,731
1335,712
880,756
549,532
510,590
834,779
487,622
716,622
1331,766
422,827
664,528
1240,805
384,801
861,709
723,524
1298,685
736,643
734,466
1299,795
443,849
667,564
419,810
812,534
223,839
942,497
1120,753
1236,765
944,791
986,781
292,814
755,702
1289,765
1039,829
694,523
704,502
903,581
801,820
1270,786
539,645
854,500
1025,765
746,444
618,676
695,563
1123,729
843,528
1139,838
468,588
648,831
850,795
926,815
361,810
732,594
757,463
576,652
864,596
782,680
1062,756
607,501
1331,733
753,524
903,605
739,505
565,680
856,471
940,765
576,625
919,639
1210,853
683,834
542,601
1085,814
931,470
376,829
928,434
616,603
568,585
713,579
759,615
1049,779
517,793
505,564
882,625
799,791
722,667
394,817
514,610
1063,800
658,844
681,683
817,456
1109,545
762,491
732,721
292,800
942,655
741,760
1365,734
845,756
812,682
539,821
1090,714
1298,741
760,777
808,496
461,613
581,605
609,637
810,804
824,602
887,443
1093,851
817,639
715,704
704,798
641,481
1076,685
878,528
991,805
1213,821
459,778
713,853
593,534
1218,788
1141,766
794,555
834,552
850,732
505,805
1307,812
759,822
970,822
887,723
856,683
1248,716
1134,787
783,469
510,659
762,847
685,584
1294,717
1206,734
1026,813
512,631
1025,736
790,517
773,586
253,848
912,493
1086,833
685,767
639,633
995,754
863,451
690,545
771,665
468,790
775,643
288,842
924,683
769,759
253,829
410,852
716,822
850,631
489,862
1192,707
794,616
560,509
1095,611
907,781
1023,792
1301,825
1030,710
722,543
1007,849
426,618
463,808
757,800
413,797
894,829
843,815
1366,763
893,471
988,727
1102,675
442,799
540,569
773,538
648,586
764,561
1321,783
813,841
746,544
595,810
1092,778
1194,768
864,834
898,511
741,569
708,741
635,511
1176,786
716,456
672,640
667,498
674,621
1257,746
731,687
923,554
695,456
722,559
570,555
671,475
1344,751
1049,848
794,777
731,746
878,790
637,556
685,463
866,433
544,622
628,820
1067,737
894,659
942,451
877,555
1053,720
930,845
1277,808
852,659
1197,840
697,649
655,798
627,532
995,831
917,619
711,481
1148,712
827,733
225,856
824,477
1120,811
657,666
276,824
850,574
489,846
935,525
810,576
695,602
604,571
1093,746
655,608
725,777
1169,746
