x,y
866,557
389,401
706,658
487,413
849,540
627,556
359,166
769,518
850,415
568,523
794,358
692,428
708,597
394,186
514,347
380,267
609,583
898,764
354,353
294,399
350,318
968,312
667,348
843,453
928,568
620,612
928,289
436,406
982,422
741,644
685,626
93,253
984,518
579,363
574,331
274,349
797,451
810,386
930,645
424,466
628,362
915,778
662,592
768,486
426,335
473,380
880,471
341,379
436,203
392,306
399,366
831,478
530,503
355,453
856,293
480,449
921,529
637,319
780,322
685,320
327,282
535,379
699,505
792,505
961,355
743,453
461,322
225,367
669,464
817,494
896,320
787,666
727,387
977,442
359,191
723,484
489,484
850,359
820,520
186,279
347,413
664,394
815,740
586,547
297,311
516,527
523,564
900,352
445,243
611,407
396,163
537,444
151,307
385,336
382,225
450,359
604,449
239,397
759,351
833,318
320,338
565,414
621,496
442,166
236,309
524,409
1014,619
775,415
544,608
748,683
878,509
93,281
632,657
718,352
556,481
443,285
396,434
674,557
729,324
133,268
