x,y
304,529
320,697
473,683
1262,594
1224,584
1086,1035
1155,856
931,933
1192,745
877,1013
961,538
861,899
385,367
551,565
1277,544
1192,616
1319,602
551,718
960,1042
281,685
1514,563
829,537
1100,637
1366,596
1012,893
930,871
974,732
436,719
991,976
912,563
482,727
1025,795
1115,892
1733,552
1000,935
1171,930
796,731
334,558
1349,712
1129,987
1078,936
833,1043
1264,717
265,759
1026,705
1042,595
553,748
725,591
216,734
1137,559
232,699
1483,781
420,523
1166,883
660,705
658,563
632,752
923,699
1262,561
896,1055
752,686
1053,984
1303,778
1465,732
1155,786
752,957
1227,778
1537,747
1053,866
836,943
1398,792
1173,585
1079,556
1694,633
1454,761
199,676
907,970
1308,527
986,619
877,770
1210,976
863,849
1298,589
704,551
1107,596
1571,590
403,699
1273,574
760,558
843,989
348,766
1215,888
1400,737
857,576
1014,1056
1735,619
401,740
597,700
366,680
1023,542
917,522
894,922
1078,772
1233,554
817,1014
838,697
1416,702
1312,562
942,790
281,721
1516,613
833,604
516,775
803,972
602,590
533,679
572,787
1262,629
1000,1015
244,551
612,555
186,700
440,773
491,556
926,1008
1123,733
405,669
780,1020
794,898
704,744
1088,686
412,583
1352,757
350,723
1756,581
901,601
984,575
1277,898
1225,1016
804,574
773,775
1289,952
