x,y
1491,631
1042,628
783,638
1129,864
1062,488
993,483
1380,561
1028,841
981,667
1407,595
1509,572
882,652
1150,557
1266,570
1287,856
1270,655
926,780
1275,590
1243,509
1144,527
972,644
445,854
1041,687
1396,646
1340,750
748,840
1280,487
1109,579
1326,655
1196,676
1078,579
1532,802
778,672
1220,489
1102,831
1148,577
1241,683
459,825
1157,676
850,834
1410,886
1194,486
491,817
1208,588
1310,626
1181,559
748,626
1250,787
908,766
625,814
812,814
1317,532
732,613
1299,766
1247,545
757,579
1181,756
940,795
1000,517
1284,777
1204,608
577,817
789,612
1171,540
764,599
1314,595
1342,549
1199,569
1093,521
847,813
709,586
926,648
1564,764
1395,494
937,714
723,801
1127,484
1507,858
1166,510
500,804
1123,558
1115,680
907,705
998,625
1076,643
1278,510
447,835
937,673
1289,793
623,858
850,853
1118,540
1273,754
1336,869
1315,719
1107,463
1502,725
1171,795
1081,549
1358,676
1419,517
1201,514
1453,584
1435,645
1220,656
667,798
722,601
938,626
1432,793
1366,775
1234,563
614,840
1495,567
1361,498
1335,839
1572,790
1012,594
1009,653
1268,470
840,651
1033,642
1416,557
1580,807
901,790
732,578
1220,856
1463,778
878,777
1532,729
1254,871
1555,817
1449,846
1106,624
1102,599
1523,603
1116,507
1275,807
979,548
1074,610
1060,520
1514,754
1303,562
1053,590
989,866
702,810
1317,822
1277,538
1143,820
933,819
1361,707
1336,802
1342,513
1463,827
1477,753
937,737
1500,831
1097,564
1255,833
1238,604
984,689
605,804
1305,516
1326,777
1400,621
813,636
1516,585
871,795
1391,510
1236,584
789,825
1373,737
1277,617
1056,813
894,808
1409,677
1470,639
926,872
1204,621
1405,766
1403,815
1500,617
1536,774
908,838
1229,757
1511,786
1048,565
1134,590
1208,783
1155,459
1312,848
1472,805
1025,582
1018,678
993,603
797,579
695,876
1007,557
875,824
1194,867
1234,525
584,835
1495,773
820,837
1248,628
1025,547
1354,623
1044,537
1483,596
1291,825
981,577
422,845
692,860
864,706
1502,802
1063,851
1060,702
1352,584
942,848
873,847
1294,881
498,835
729,819
1196,639
1299,740
1042,660
1462,618
655,831
1220,813
1067,669
759,649
893,859
1122,649
1222,637
1037,610
1382,800
1248,487
1314,496
1173,837
783,567
1370,818
940,759
1301,687
477,845
1076,792
1143,612
1377,531
1210,541
1078,683
1169,477
