x,y
1142,687
1081,657
1119,680
385,647
1121,664
1162,644
1058,645
1141,702
346,655
1107,696
362,671
1095,683
1127,503
1069,490
1063,652
1099,662
1079,684
1133,646
1060,630
1241,695
1078,622
1133,604
1130,678
1195,623
1110,650
1100,529
1079,643
333,688
1113,498
1174,632
1126,622
1137,612
402,676
1068,637
1070,506
1169,621
1197,640
1117,709
381,668
1163,680
1095,637
1157,607
1052,512
1085,517
1106,671
1217,687
1122,514
1146,673
1146,523
1181,709
346,670
355,690
1218,635
374,656
1135,662
1108,683
1207,661
1149,624
1099,613
1173,664
1181,614
1184,651
1122,691
1051,641
405,662
1224,704
1132,595
1088,492
1099,505
1121,673
1142,512
329,666
1237,673
1107,519
1102,488
1089,705
1193,679
1196,700
359,659
1086,694
1126,529
1168,696
1115,633
333,680
1144,637
1082,672
372,683
1152,657
